Company Name,All Raters,Rater Count,Latest Rater,All Instruments,Latest Instrument,Latest Rating,Latest Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Data Source,Why Target,ACER Pitch Angle
Hotel Excelsior Pvt. Ltd.,ICRA,1,ICRA,Term loans,Term loans,A+,Reaffirmed,2025-07-04,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Hotel Polo Towers Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,BBB+,Initial Rating,2025-07-02,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
I H H R Hospitality (Andhra) Pvt. Ltd.,ICRA,1,ICRA,Term loans,Term loans,BBB+,Reaffirmed,2025-09-30,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
I H H R Hospitality Pvt. Ltd.,ICRA,1,ICRA,Term loans,Term loans,A-,Upgraded,2025-09-30,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
International Travel House Ltd.,ICRA,1,ICRA,Non-government debt,Non-government debt,AA/A1+,Reaffirmed,2025-10-31,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
K H F M Hospitality & Facility Mgmt. Services Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Fund based financial facility/instrument | Term loans,Bank Guarantee,D,Withdrawn,2025-08-06,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Prestige Hospitality Ventures Ltd.,CARE,1,CARE,Term loans,Term loans,A+(CE),Initial Rating,2025-06-30,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
S O T C Travel Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 1+,Reaffirmed,2025-06-23,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Seven Leisure Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,BBB-,Reaffirmed,2025-10-08,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
DYP Hospitality Private Ltd,Infomerics,1,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,IVR BBB- (Assigned),,2025-08-12,MEDIUM,2,NO,Hotels/Tourism,Infomerics,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Lalchnd Resort Private Limited,Infomerics,1,Infomerics,Long Term Bank Facility,Long Term Bank Facility,IVR BBB- (Assigned),,2025-07-28,MEDIUM,2,NO,Hotels/Tourism,Infomerics,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
VRV Hospitality Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,IVR BBB- (Reaffirmed),,2025-08-07,MEDIUM,2,NO,Hotels/Tourism,Infomerics,Approaching renewal (6-12 months),Single-agency dependent — pitch ACER for diversification and negotiating leverage
Ceres Hotels Pvt. Ltd.,CARE | IND-RA,2,CARE,Bank Guarantee | Non-fund based working capital limit | Term loans,Bank Guarantee,A 3,Withdrawn,2025-09-18,MEDIUM,3,NO,Hotels/Tourism,D365,Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),Multi-agency — benchmark pitch: ACER offers analyst access + speed advantage
Chalet Hotels Ltd.,CRISIL | ICRA | IND-RA,3,ICRA,Fund based financial facility/instrument | Non-fund based working capital limit | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Fund based financial facility/instrument,AA-,Reaffirmed,2025-12-05,MEDIUM,3,NO,Hotels/Tourism,D365,Multi-agency (3 raters) — open to new entrant | Approaching renewal (6-12 months),Multi-agency — benchmark pitch: ACER offers analyst access + speed advantage
Hill Crest Hotels & Resorts Pvt. Ltd.,ACUITE | CARE,2,CARE,Term loans,Term loans,BBB-,Withdrawn,2025-10-15,MEDIUM,3,NO,Hotels/Tourism,D365,Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),Multi-agency — benchmark pitch: ACER offers analyst access + speed advantage
Mfar Hotels & Resorts Pvt. Ltd.,CRISIL | ICRA,2,ICRA,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-fund-based financial facility/instrument,A 4+,Withdrawn,2025-08-26,MEDIUM,3,NO,Hotels/Tourism,D365,Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),Multi-agency — benchmark pitch: ACER offers analyst access + speed advantage
Anjali Hotels Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Term loans,Bank Guarantee,A 2,Reaffirmed,2025-06-30,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Averina International Resorts Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Term loans,Bank Guarantee,A 3+,Reaffirmed,2025-08-07,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Berggruen Hotels Pvt. Ltd.,ICRA,1,ICRA,Term loans,Term loans,A+,Withdrawn,2025-07-15,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Chartered Hotels Pvt. Ltd.,CARE,1,CARE,Bank Guarantee | Term loans,Term loans,A-,Reaffirmed,2025-10-06,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Duet India Hotels (Chennai) Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,A+,Upgraded,2025-10-08,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Duet India Hotels (Pune) Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,A+,Upgraded,2025-10-08,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Fariyas Hotels Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans | Term loans,Long term Loans,BBB-,Reaffirmed,2025-09-12,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Genex Hotels Pvt. Ltd.,CARE,1,CARE,Non-government debt | Term loans,Non-government debt,BBB+/A2,Upgraded,2025-10-06,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Greenpark Hotels & Resorts Ltd.,CARE,1,CARE,Bank Guarantee | Term loans,Term loans,A,Reaffirmed,2025-12-05,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Juniper Hotels Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,AA-,Reaffirmed,2025-09-05,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Junobo Hotels Pvt. Ltd.,ICRA,1,ICRA,Term loans,Term loans,BBB,Initial Rating,2025-08-25,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Lake Palace Hotels & Motels Pvt. Ltd.,CARE,1,CARE,Bank Guarantee | Term loans,Term loans,A-,Reaffirmed,2025-10-09,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Leela Palaces & Resorts Ltd.,CARE,1,CARE,Term loans,Term loans,A+,Initial Rating,2025-12-02,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Mahindra Holidays & Resorts India Ltd.,IND-RA,1,IND-RA,Non-fund based working capital limit,Non-fund based working capital limit,A 1+,Reaffirmed,2025-10-09,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Nani Resorts & Floriculture Pvt. Ltd.,CARE,1,CARE,Non-government debt | Term loans,Non-government debt,BB+/A4+,Initial Rating,2025-11-17,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Nehru Place Hotels & Real Estates Pvt. Ltd.,ICRA,1,ICRA,Term loans,Term loans,A+,Reaffirmed,2025-07-04,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Pinnacle Resorts Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,BBB,Reaffirmed,2025-12-02,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Prachi Resorts Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,BB-,Reaffirmed,2025-10-09,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Pride Hotels Ltd.,ICRA,1,ICRA,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-fund-based financial facility/instrument,A 2,Upgraded,2025-12-08,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
R K D Hotels Pvt. Ltd.,ACUITE,1,ACUITE,Bank Guarantee | Long term Loans | Term loans,Long term Loans,A-,Reaffirmed,2025-10-15,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
R M Z Hotels Pvt. Ltd.,ICRA,1,ICRA,Non-fund-based financial facility/instrument | Term loans,Term loans,A-,Reaffirmed,2025-11-24,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Robust Hotels Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,BBB,Reaffirmed,2025-07-03,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
S P P L Hotels Pvt. Ltd.,ICRA,1,ICRA,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,Fund based financial facility/instrument,A+(CE),Rating Watch,2025-08-05,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Samhi J V Business Hotels Pvt. Ltd.,CARE,1,CARE,Non-government debt | Term loans,Non-government debt,A-/A2,Withdrawn,2025-10-08,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Shekhar Resorts Ltd.,CARE,1,CARE,Term loans,Term loans,BBB,Reaffirmed,2025-12-08,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Starboard Hotels Pvt. Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,A-,Initial Rating,2025-07-11,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Walled City Hotels Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,BBB+,Reaffirmed,2025-06-30,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Zon Hotels Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,BBB+,Reaffirmed,2025-11-28,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Zuri Hotels & Resorts Pvt. Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,BB-,Reaffirmed,2025-08-04,MEDIUM,2,NO,Hotels/Tourism,D365,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Dwarka Lifestyle Resorts Private Limited,Infomerics,1,Infomerics,Long Term Facility,Long Term Facility,IVR BBB- (Reaffirmed),,2025-09-17,MEDIUM,2,NO,Hotels/Tourism,Infomerics,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Landmark Leisures & Hotels Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities,Long Term Bank Facilities,IVR BB- (Assigned),,2025-10-27,MEDIUM,2,NO,Hotels/Tourism,Infomerics,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Maya Hill Resorts LLP,Infomerics,1,Infomerics,Long Term Bank Facilities,Long Term Bank Facilities,IVR BBB- (Reaffirmed),,2025-07-16,MEDIUM,2,NO,Hotels/Tourism,Infomerics,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
SR Jungle Resortes Private Limited,Infomerics,1,Infomerics,Long Term Fund Based Term Loan | Short Term Fund Based Working Capital Overdraft,Long Term Fund Based Term Loan,Withdrawn,,2025-12-04,MEDIUM,2,NO,Hotels/Tourism,Infomerics,Approaching renewal (6-12 months),Tourism sector — ACER SME-friendly pricing and faster turnaround
Sahara Hospitality Ltd.,ACUITE | CARE,2,CARE,Bank Guarantee | Fund based financial facility/instrument | Long term Loans | Non-fund-based financial facility/instrument | Term loans,Fund based financial facility/instrument,D,Reaffirmed,2026-02-06,LOW,4,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Universal Import Export & Hospitality Pvt. Ltd.,ACUITE | BRICKWORK,2,BRICKWORK,Letter Of credit | Term loans,Letter Of credit,A 4,Reaffirmed,2026-01-09,LOW,4,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,"INC with current rater — ACER offers fresh start, analyst accessibility"
Adhik Resort India Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Long term Loans,Bank Guarantee,A 4,Reaffirmed,2026-04-20,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Arambhan Hospitality Services Ltd.,ICRA,1,ICRA,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,D,Reaffirmed,2026-02-19,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Celebrity Corporate Club,CRISIL,1,CRISIL,Long term Loans,Long term Loans,D,Reaffirmed,2026-01-12,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Ebix Travel & Holidays Ltd. [Merged],CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2026-01-30,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Ecomotel Hotel Ltd.,CARE,1,CARE,Term loans,Term loans,D,Reaffirmed,2026-04-06,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Lords Travel Pvt. Ltd.,CARE,1,CARE,Bank Guarantee,Bank Guarantee,B-,Downgraded,2026-05-04,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Madras Race Club,CRISIL,1,CRISIL,Long term Loans,Long term Loans,B,Downgraded,2026-04-09,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Nishi Forex & Leisure Pvt. Ltd.,ICRA,1,ICRA,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-fund-based financial facility/instrument,D,Reaffirmed,2026-02-16,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Proodle Hospitality Services Pvt. Ltd.,CARE,1,CARE,Bank Guarantee | Term loans,Bank Guarantee,A 4,Withdrawn,2026-02-19,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Sanya Hospitality Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Term loans,Term loans,D,Reaffirmed,2026-03-11,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Travel Tours Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2026-03-30,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Zenith Leisure Holidays Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Term loans,Bank Guarantee,A 4,Withdrawn,2026-04-17,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
KHFM Hospitality & Facility Management Services Limited,Infomerics,1,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,IVR D (INC) (Reaffirmed),,2026-01-13,LOW,3,YES,Hotels/Tourism,Infomerics,INC — issuer not cooperating with current rater,"INC with current rater — ACER offers fresh start, analyst accessibility"
Adwalpalkar Constructions & Resorts Pvt. Ltd.,ACUITE | CRISIL,2,CRISIL,Bank Guarantee | Long term Loans | Term loans,Long term Loans,B+,Initial Rating,2026-03-30,LOW,4,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Jop Hotels Ltd.,CARE | ICRA,2,CARE,Term loans,Term loans,BBB+,Reaffirmed,2026-04-07,LOW,4,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Kiranshree Hotels Pvt. Ltd.,BRICKWORK | Infomerics,2,BRICKWORK,Term loans,Term loans,C,Reaffirmed,2026-04-06,LOW,4,YES,Hotels/Tourism,Both,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
R K Associates & Hoteliers Pvt. Ltd.,BRICKWORK | IND-RA,2,IND-RA,Bank Guarantee | Non-fund based working capital limit | Non-government debt | Term loans,Non-fund based working capital limit,A 2,Reaffirmed,2026-02-16,LOW,4,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Royal Orchid Hotels Ltd.,CARE | ICRA,2,ICRA,Term loans,Term loans,A-,Reaffirmed,2026-03-10,LOW,4,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
S R M Hotels Pvt. Ltd.,CARE | CRISIL,2,CRISIL,Term loans,Term loans,BBB-,Reaffirmed,2026-03-06,LOW,4,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Waterline Hotels Pvt. Ltd.,ACUITE | ICRA,2,ACUITE,Bank Guarantee | Term loans,Bank Guarantee,A 4,Reaffirmed,2026-02-20,LOW,4,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Asian Hotels (West) Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,D,Reaffirmed,2026-04-02,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Bliss Hotels Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,B,Reaffirmed,2026-02-20,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Blue Ridge Hotels Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Bank Guarantee | Long term Loans | Non-fund-based financial facility/instrument | Term loans,Bank Guarantee,D,Reaffirmed,2026-01-22,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Coffeeday Hotels & Resorts Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Term loans,Term loans,D,Reaffirmed,2026-03-23,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Goldenglobe Hotels Pvt. Ltd.,ACUITE,1,ACUITE,Long term Loans,Long term Loans,BB,Withdrawn,2026-04-23,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
I V R Hotels & Resorts Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,D,Reaffirmed,2026-03-27,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Le Waterina Resorts & Hotels Ltd.,BRICKWORK,1,BRICKWORK,Term loans,Term loans,D,Reaffirmed,2026-03-05,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Nadisons Resorts Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Term loans,Term loans,C,Reaffirmed,2026-03-11,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Oxford Golf & Resorts Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,C,Downgraded,2026-03-10,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Piccadily Holiday Resorts Ltd.,ICRA,1,ICRA,Term loans,Term loans,B+,Withdrawn,2026-04-29,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Rizvi Estates & Hotels Pvt. Ltd.,ACUITE,1,ACUITE,Bank Guarantee,Bank Guarantee,A 4,Withdrawn,2026-02-17,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Shree Naman Hotels Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Bank Guarantee | Term loans,Bank Guarantee,A 2,Initial Rating,2026-03-16,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Vijay Deep Hotels Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,B,Reaffirmed,2026-01-21,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Viorica Hotels Pvt. Ltd.,ACUITE,1,ACUITE,Term loans,Term loans,D,Reaffirmed,2026-02-09,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Y K M Entertainment & Hotels Pvt. Ltd.,IND-RA,1,IND-RA,Non-government debt | Term loans,Term loans,BB,Initial Rating,2026-03-25,LOW,3,YES,Hotels/Tourism,D365,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Annai Resorts and Spa Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),,2026-02-04,LOW,3,YES,Hotels/Tourism,Infomerics,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Myrayash Hotels Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,IVR BBB (CE)(INC)(Reaffirmed),,2026-01-21,LOW,3,YES,Hotels/Tourism,Infomerics,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Vamica Resorts Infra Limited,Infomerics,1,Infomerics,Long Term Instruments  Non-Convertible Debenture- Proposed,Long Term Instruments  Non-Convertible Debenture- Proposed,IVR B (INC)(Downgraded),,2026-02-05,LOW,3,YES,Hotels/Tourism,Infomerics,INC — issuer not cooperating with current rater,INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Ihhr Hospitality(Gujarat) Pvt. Ltd.,CARE | ICRA,2,CARE,Term loans,Term loans,BB+,Withdrawn,2026-01-08,LOW,2,NO,Hotels/Tourism,D365,Multi-agency (2 raters) — open to new entrant,"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Impresario Entertainment & Hospitality Pvt. Ltd.,ICRA | IND-RA,2,ICRA,Non-government debt | Term loans,Non-government debt,BBB/A3+,Withdrawn,2026-01-28,LOW,2,NO,Hotels/Tourism,D365,Multi-agency (2 raters) — open to new entrant,"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Woodland (Aero Club) Pvt. Ltd.,CARE | ICRA,2,ICRA,Bank Guarantee | Letter Of credit | Non-government debt | Term loans,Bank Guarantee,A 3,Initial Rating,2026-03-25,LOW,2,NO,Hotels/Tourism,D365,Multi-agency (2 raters) — open to new entrant,"Multi-agency experience — pitch ACER as faster, cheaper alternative"
Ambuja Neotia Hotel Ventures Ltd.,CARE,1,CARE,Bank Guarantee | Term loans,Bank Guarantee,BBB-,Reaffirmed,2026-04-08,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
B A H D L Hospitality Ltd.,CARE,1,CARE,Term loans,Term loans,BBB-,Reaffirmed,2026-02-23,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Burman Hospitality Pvt. Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,BBB+,Upgraded,2026-02-27,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
Haveli Restaurant & Resorts Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,BBB,Reaffirmed,2026-01-22,LOW,1,NO,Hotels/Tourism,D365,Active rated company — relationship building,Single-agency dependent — pitch ACER for diversification and negotiating leverage
