Company Name,All Instruments,Latest Instrument,Current Rater(s),Latest Rater,Rater Count,Rating,Rating Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Why Target,ACER Pitch Angle
Mittapally Agro Products Pvt. Ltd.,Bank Guarantee | Non-government debt,Bank Guarantee,CARE | CRISIL,CRISIL,2,D,Reaffirmed,2026-04-24,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
N P Agro (India) Inds. Pvt. Ltd.,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Bank Guarantee,BRICKWORK | CRISIL,BRICKWORK,2,D,Reaffirmed,2026-03-27,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Namdhari Seeds Pvt. Ltd.,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Term loans,CRISIL | ICRA,CRISIL,2,B,Downgraded,2026-03-27,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Narayani Rice Mill Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,ACUITE | BRICKWORK,ACUITE,2,A 4,Reaffirmed,2026-03-12,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
National Steel & Agro Industries Ltd. [Merged],Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-government debt,ICRA | IND-RA,IND-RA,2,D,Reaffirmed,2026-01-12,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Natural Sugar & Allied Inds. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,CRISIL | ICRA,CRISIL,2,A 3+,Reaffirmed,2025-12-27,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Ok Food Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL | Infomerics,CRISIL,2,BB-,Reaffirmed,2026-01-23,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Om Esha Agro Products Pvt. Ltd.,Long term Loans | Term loans,Term loans,BRICKWORK | CRISIL | IND-RA,IND-RA,3,B-,Reaffirmed,2026-01-16,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Pannageshwar Sugar Mills Ltd.,Term loans,Term loans,ACUITE | ICRA,ICRA,2,D,Reaffirmed,2026-04-10,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Prahlad Flour Mills Pvt. Ltd.,Fund based financial facility/instrument | Long term Loans | Term loans,Fund based financial facility/instrument,ACUITE | CRISIL | ICRA,CRISIL,3,B,Reaffirmed,2026-02-25,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Purvanchal Flour Mill Pvt. Ltd.,Term loans,Term loans,BRICKWORK | CRISIL | IND-RA,CRISIL,3,B,Reaffirmed,2026-02-27,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
R B Rungta Steels & Food Products Pvt. Ltd.,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,BRICKWORK | CARE | CRISIL,CRISIL,3,B,Reaffirmed,2026-03-31,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
R S H Agro Products Ltd.,Letter Of credit | Non-government debt | Term loans,Letter Of credit,ACUITE | ICRA | IND-RA,ACUITE,3,D,Reaffirmed,2026-04-08,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Rai Bahadur Narain Singh Sugar Mills Ltd.,Non-government debt | Term loans,Term loans,CARE | IND-RA,IND-RA,2,D,Reaffirmed,2026-01-16,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Raman Agro Exports Pvt. Ltd.,Term loans,Term loans,BRICKWORK | CRISIL | ICRA,ICRA,3,B+,Reaffirmed,2026-02-16,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Rana Milk Foods Pvt. Ltd.,Term loans,Term loans,CARE | IND-RA | Infomerics,IND-RA,3,D,Reaffirmed,2026-01-16,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
S N Dairy Foods Pvt. Ltd.,Term loans,Term loans,ACUITE | BRICKWORK | CARE,ACUITE,3,B-,Downgraded,2025-12-16,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
S P Mani & Mohan Dairy (India) Pvt. Ltd.,Term loans,Term loans,ICRA | IND-RA,ICRA,2,BB+,Downgraded,2026-02-03,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
S P Sortex Rice Exports India Pvt. Ltd.,Long term Loans | Term loans,Long term Loans,ACUITE | CRISIL | ICRA,CRISIL,3,B,Reaffirmed,2026-01-27,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
S S Agri Business Pvt. Ltd.,Bank Guarantee | Long term Loans | Term loans,Term loans,ACUITE | CARE,CARE,2,B-,Reaffirmed,2026-04-13,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
S S S Rice Mill Pvt. Ltd.,Bank Guarantee | Long term Loans | Non-fund-based financial facility/instrument | Short-term loan | Term loans,Non-fund-based financial facility/instrument,CARE | CRISIL | ICRA,ICRA,3,D,Reaffirmed,2026-01-23,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
S S Sea Food Pvt. Ltd.,Long term Loans | Term loans,Long term Loans,ACUITE | CRISIL,CRISIL,2,BB,Initial Rating,2026-03-20,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Sar Senapati Santaji Ghorpade Sugar Factory Ltd.,Fund based financial facility/instrument | Term loans,Term loans,BRICKWORK | CARE | CRISIL | ICRA,ICRA,4,D,Reaffirmed,2026-01-23,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Saraswati Agro Chemicals (India) Pvt. Ltd.,Bank Guarantee | Letter Of credit | Long term Loans | Non-government debt | Term loans,Non-government debt,BRICKWORK | CARE | CRISIL,CARE,3,A-/A2+,Initial Rating,2026-04-10,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Sarvottam Poultry Feed Supply Centre Pvt. Ltd.,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,BRICKWORK | CRISIL,BRICKWORK,2,C,Downgraded,2026-03-17,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Saswad Mali Sugar Factory Ltd.,Long term Loans | Term loans,Long term Loans,CRISIL | IND-RA,CRISIL,2,B-,Reaffirmed,2026-04-28,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Sharvi Agro Mills Pvt. Ltd.,Term loans,Term loans,CRISIL | IND-RA,CRISIL,2,B+,Reaffirmed,2025-12-22,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Shreegopal Gobind Agro Tech Pvt. Ltd.,Term loans,Term loans,BRICKWORK | ICRA | IND-RA,ICRA,3,B+,Reaffirmed,2025-12-23,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Shri Ambalika Sugar Pvt. Ltd.,Non-government debt | Term loans,Term loans,CRISIL | IND-RA,CRISIL,2,BBB-,Reaffirmed,2026-01-07,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Shri Laxmibadri Agro Foods Pvt. Ltd.,Long term Loans | Term loans,Long term Loans,BRICKWORK | CRISIL,CRISIL,2,B+,Reaffirmed,2026-01-31,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Shyamjoti Rice Mill Pvt. Ltd.,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,CARE | CRISIL,CRISIL,2,A 4,Reaffirmed,2025-12-22,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Sri Parameswara Poultry Farm Pvt. Ltd.,Long term Loans | Short-term loan | Term loans,Long term Loans,ACUITE | CRISIL,ACUITE,2,D,Reaffirmed,2026-01-27,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Sri Satyanarayana Raw And Boiled Rice Mill Pvt. Ltd.,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,ACUITE | CRISIL,CRISIL,2,A 4,Reaffirmed,2026-01-28,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Srimunisuvrata Agri Intl. Ltd.,Non-fund-based financial facility/instrument | Non-government debt,Non-government debt,ICRA | IND-RA,IND-RA,2,D,Reaffirmed,2026-03-04,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Synergy Agri Products Pvt. Ltd.,Long term Loans | Term loans,Term loans,CRISIL | IND-RA,IND-RA,2,D,Reaffirmed,2026-04-02,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
T L G Agro Traders Pvt. Ltd.,Fund based financial facility/instrument | Non-government debt,Non-government debt,BRICKWORK | CRISIL,BRICKWORK,2,B-/A4,Reaffirmed,2026-03-11,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Transoceanic Agro Comm Pvt. Ltd.,Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument,Letter Of credit,CARE | CRISIL | ICRA,ICRA,3,A 3+,Reaffirmed,2026-04-30,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Trimurti Flour Mill Pvt. Ltd.,Term loans,Term loans,CRISIL | IND-RA,IND-RA,2,D,Reaffirmed,2026-04-02,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Vaighai Agro Products Ltd.,Non-fund based working capital limit | Non-fund-based financial facility/instrument | Term loans,Non-fund based working capital limit,ICRA | IND-RA,IND-RA,2,A 3,Rating Watch,2026-02-27,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Vajrateja Rice Cluster Pvt. Ltd.,Non-government debt,Non-government debt,IND-RA | Infomerics,IND-RA,2,B/A4,Downgraded,2026-04-02,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Vardhan Agro Processing Ltd.,Bank Guarantee | Fund based financial facility/instrument | Term loans,Bank Guarantee,BRICKWORK | CRISIL,CRISIL,2,D,Reaffirmed,2026-04-30,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Vardhman Rice Exports Pvt. Ltd.,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,ACUITE | CRISIL,CRISIL,2,B,Downgraded,2026-04-30,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Yadu Sugar Ltd.,Term loans,Term loans,IND-RA | Infomerics,IND-RA,2,D,Reaffirmed,2026-04-02,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Yedeshwari Agro Products Ltd.,Term loans,Term loans,ICRA | Infomerics,ICRA,2,B-,Reaffirmed,2026-03-30,LOW,4,YES,Agro/Food,INC — rater relationship broken | Multi-agency | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Multi-agency history — open to new raters | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
A B Grain Spirits Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,BRICKWORK,BRICKWORK,1,A 4,Reaffirmed,2025-12-01,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Aadhar Rice Mill Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,B,Reaffirmed,2025-08-11,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Adya Dairy Products Pvt. Ltd.,Non-government debt | Term loans,Non-government debt,ICRA,ICRA,1,B+/A4,Reaffirmed,2025-11-14,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Agri Search (India) Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,B,Reaffirmed,2025-06-23,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Akshay Food Impex Pvt. Ltd.,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,BRICKWORK,BRICKWORK,1,B,Downgraded,2025-08-01,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Al Mehfooz Agro Foods Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B+,Reaffirmed,2025-09-09,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Al-Nafees Frozen Food Exports Pvt. Ltd.,Bank Guarantee | Letter Of credit | Long term Loans,Bank Guarantee,CRISIL,CRISIL,1,D,Reaffirmed,2025-07-10,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Amboula Modern Rice Mill Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,CARE,CARE,1,A 4,Reaffirmed,2025-09-10,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Amrutha Varshini Dairy Farms Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,D,Reaffirmed,2025-10-07,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Ananda Dairy Intl. Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument,BRICKWORK,BRICKWORK,1,B+,Withdrawn,2025-11-18,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Ankur Roller Flour Mills Pvt. Ltd.,Letter Of credit | Long term Loans,Letter Of credit,CRISIL,CRISIL,1,D,Reaffirmed,2025-09-26,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Aqua Alloys Pvt. Ltd.,Bank Guarantee,Bank Guarantee,CRISIL,CRISIL,1,A 4,Reaffirmed,2025-11-14,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Aqua Terra Coke & Energy Ltd.,Long term Loans | Short-term loan | Term loans,Long term Loans,ICRA,ICRA,1,D,Reaffirmed,2025-09-15,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Aqua World Exports Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B+,Reaffirmed,2025-07-10,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Archid Poultry Products Pvt. Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,B-,Reaffirmed,2025-08-21,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Arihant Sugar Inds. Ltd.,Term loans,Term loans,CARE,CARE,1,D,Reaffirmed,2025-06-19,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Ashirbad Agro Products Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,B+,Reaffirmed,2025-12-05,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Atop Food Products Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B,Reaffirmed,2025-07-11,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Azeen Agro Pvt. Ltd.,Fund based financial facility/instrument | Non-government debt,Fund based financial facility/instrument,CARE,CARE,1,B-,Downgraded,2025-06-17,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Baba Malleshwar Agro Products Pvt. Ltd.,Bank Guarantee | Long term Loans,Bank Guarantee,CRISIL,CRISIL,1,A 4,Reaffirmed,2025-06-25,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Bajaj Sindhudurg Rice Mills Ltd.,Bank Guarantee | Long term Loans | Short-term loan | Term loans,Bank Guarantee,CRISIL,CRISIL,1,A 4,Reaffirmed,2025-09-26,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Bardhaman Rice Udyog Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,CARE,CARE,1,A 4,Reaffirmed,2025-08-28,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Bargarh Rice Millers Consortium Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B,Reaffirmed,2025-10-06,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
