Company_Name,Instrument_Type,Current_Rater,Rating,Rating_Date,Urgency,Is_INC,Tier,Sector,State,Why_Target,ACER_Pitch_Angle,Source
Butwal Gorakhpur Cross Border Power Transmission Limited,Long Term Bank Facilities,Infomerics,IVR A (Reaffirmed),"February 5, 2026",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Checkmate Facility & Electronic Solutions Private Limited,Long Term Facilities,Infomerics,IVR BBB- (Assigned),"December 31, 2025",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Corrtech Energy Limited,Long Term Facilities,Infomerics,IVR BBB- (Reaffirmed),"January 27, 2026",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Devi Iron & Power Private Limited,Long Term Bank Facilities,Infomerics,IVR A (Upgraded),"December 23, 2025",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Eastern India Biofuels Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),"February 3, 2026",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Ever On Power Limited,Long term Bank Facilities - Proposed,Infomerics,IVR BB+ (Reaffirmed),"December 23, 2025",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
G V Electricals Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"January 29, 2026",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Indian Cables & Electricals Private Limited,Short Term Facilities,Infomerics,IVR A2 (Assigned),"January 28, 2026",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Jindal Power Limited,Long Term Bank Facilities- Proposed,Infomerics,IVR AAA (Assigned),"January 29, 2026",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Kunjir Bioenergy India LLP,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"January 29, 2026",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Lakshya Powertech Limited,Long Term Bank Facility,Infomerics,Withdrawn,"January 22, 2026",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Mahendra Power Private Limited,Long Term Bank Facilities,Infomerics,IVR A- (Assigned),"January 9, 2026",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Mahendra Sponge and Power Limited,Short Term Bank Facilities,Infomerics,IVR A1 (Assigned),"January 9, 2026",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
PWDS Extrusions Private Limited (Formerly Prominance Window Systems),Long Term Bank Facilities,Infomerics,Withdrawn,"January 21, 2026",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Pahal Solar Private Limited,Long Term Bank Facilities (including proposed limit of Rs. 93.20 Crore),Infomerics,IVR BBB (Assigned),"January 22, 2026",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Powertech Engineers,Short Term Bank Facility,Infomerics,IVR A4 (Assigned),"January 27, 2026",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
RTS Power Corporation Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (Reaffirmed),"February 9, 2026",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Rashi Steel and Power Limited,Long Term Bank Facilities (Proposed),Infomerics,IVR BBB (Reaffirmed),"February 9, 2026",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Saluja Steel and Power Private Limited,Short Term Bank Facilities,Infomerics,IVR A2+ (Reaffirmed),"January 14, 2026",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Shyam Indus Power Solutions Private Limited,Long Term Proposed Bank Facilities,Infomerics,IVR BBB (Reaffirmed),"January 1, 2026",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
True Green Bio Energy Limited (Erstwhile CIL Nova Petrochemicals Limited),Short Term Facilities,Infomerics,IVR A3 (Assigned),"February 4, 2026",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Udipta Energy and Equipment Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Upgraded),"February 6, 2026",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Vardhman Electronics Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"December 31, 2025",LOW,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Abhishek Solar Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),"November 19, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Agrawal Power Private Limited,Long Term Instruments/Facilities,Infomerics,IVR BBB- (Upgraded),"November 10, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Agroha Steel & Power Private Limited (Previously Agroha Iron and Steel Industries),Long Term/ Short Term Bank Facilities,Infomerics,IVR BBB / IVR A3+; (Reaffirmed),"November 13, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Andhra Pradesh Power Development Company Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Reaffirmed),"September 23, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Andhra Pradesh Power Generation Corporation Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Reaffirmed),"December 18, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Apollo Green Energy Limited,Non-Convertible Debenture,Infomerics,IVR D (ISSUER NOT COOPERATING),"December 17, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Arkas Energy LLP,Long Term Bank Facilities,Infomerics,Withdrawn,"October 29, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
BR Steel & Power Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"September 9, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Beta Wind Farm Private Limited,Long Term Bank Facility,Infomerics,IVR BBB (Upgraded),"December 3, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Bharat Electrical Contractors & Manufacturers Private Limited,Short- Term Bank Facilities,Infomerics,IVR A4+ (Reaffirmed) (Withdrawn),"July 22, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Bharatpur Electricity Services Limited,Short Term Fund Based Facilities- Overdraft,Infomerics,IVR A2 (Reaffirmed),"July 29, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Bhatia Energy and Mineral Private Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Upgraded),"October 7, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Bikaner Electricity Supply Limited,Long Term Bank Facilities,Infomerics,IVR A- (Upgraded),"July 29, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Blackrock Steel & Power Private Limited,Long Term Bank Facility (including proposed limit of Rs. 5.00 Crore),Infomerics,IVR BBB- (Reaffirmed),"July 7, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
D&H Secheron Electrodes Private Limited,Long Term Bank Facility,Infomerics,IVR BBB (Upgraded),"August 4, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Dhanashree Electronics Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (Assigned),"August 29, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Eastern Power Distribution Company of Andhra Pradesh Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Reaffirmed),"November 19, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Edizel Biofuels Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),"July 29, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Electrofab Innovations India Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (Reaffirmed and Withdrawn),"October 31, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Encorp Powertrans Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (ISSUER NOT COOPERATING),"September 9, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Energizent Power Private Limited,Short Term Bank Facilities,Infomerics,IVR A2+ (Assigned),"July 2, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Enerlite Solar Films India Private Limited,Long term Bank Facilities,Infomerics,Withdrawn,"September 16, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Enexio Power Cooling Solutions India Private Limited,Long Term Facility,Infomerics,Withdrawn,"July 24, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
GK Energy Limited,Long-Term / Short-Term Bank Facilities - Proposed,Infomerics,IVR BBB+/IVR A2; (Upgraded),"December 12, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Goa Sponge and Power Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"September 8, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
JK Electric Contractor LLP,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),"November 14, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
KGN Electricals,Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),"August 29, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Kanoria Energy and Infrastructure Limited (erstwhile A Infrastructure Limited),Long Term Bank Facilities,Infomerics,IVR BB+ (Downgraded),"November 24, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Karimganj Biofuels Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Upgraded),"July 4, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Kashvi Power & Steel Private Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Upgraded),"June 25, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Kerala State Electricity Board Limited,Long Term Bank Facilities,Infomerics,IVR BBB+ (Reaffirmed),"July 25, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Kota Electricity Distribution Limited,Short Term Bank Facilities,Infomerics,IVR A2 (Reaffirmed),"July 29, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Laxmi Siddharth Transmissions LLP,Long Term Facilities,Infomerics,IVR BB+ (Reaffirmed),"November 3, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
M R Steels and Power Private Limited,Long Term Facilities,Infomerics,IVR BB+ (Reaffirmed),"December 3, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
MIRC Electronics Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (Assigned),"October 30, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Madhya Pradesh Biofuel Private Limited,Long Term Bank Facilities - Proposed,Infomerics,Withdrawn,"July 15, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Mahakaushal Sugar and Power Industries Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Assigned),"October 1, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Mahelka Bioenergy Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),"August 12, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Mangal Electrical Industries Limited,Short Term Bank Facilities,Infomerics,IVR A2 (Upgraded),"July 3, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Manipal Energy & Infratech Limited,Long Term Fund Based Bank Facilities  -WCDL,Infomerics,IVR BBB (Upgraded),"August 8, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Maruti Ispat and Pipes Private Limited (Erstwhile Maruti Ispat and Energy Private Limited),Long term Bank Facilities-CC/WCDL,Infomerics,IVR BBB+ (Reaffirmed),"July 7, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Mohan Energy Corporation Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Reaffirmed),"July 3, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Neo Power Electronics & Projects Private Limited,Long-term Bank Facility,Infomerics,IVR BB (Reaffirmed and Withdrawn),"June 25, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Onix - Tech Renewable Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB+ (CE)(Upgraded),"June 27, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Onix Renewable Limited,Short Term Bank Facilities,Infomerics,IVR A2 (Reaffirmed),"September 19, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Panchaganga Sugar & Power Private Limited,Long Term Bank Facilities - Term Loan,Infomerics,IVR BBB- (Reaffirmed),"June 27, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Parvati Sweetners and Power Limited,Long Term Bank Facilities,Infomerics,IVR BB (Reaffirmed),"November 24, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Primegold Steel And Power Limited (Erstwhile Prime Gold International Limited),Proposed Long Term/Short Term Bank Facility,Infomerics,Withdrawn,"August 29, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
R L Steels And Energy Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Reaffirmed),"September 30, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
RBS Renewables Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"July 24, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
RC Power Project Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Upgraded),"December 15, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Rajalakshmi Wind Energy Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Reaffirmed),"October 13, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Ramnik Power and Alloys Private Limited,Long Term Fund Based Facilities - CECL Loan,Infomerics,Withdrawn,"November 13, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Rangineni Steel and Power Private Limited,Long Term Facilities,Infomerics,IVR BB (Assigned),"November 7, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Ravi Renewables Private Limited  (erstwhile Ravi Steel and Renewables Private Limited),Short Term Bank Facility,Infomerics,IVR A4+ (Upgraded),"August 26, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Rewa Ultra Mega Solar Limited,Proposed Long Term Bank Facilities,Infomerics,IVR A (Assigned),"September 16, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Rivervolt Hydro Private Limited,Short Term Facilities,Infomerics,IVR A3 (Reaffirmed),"November 21, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Rukmani Electrical & Components Private Limited,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),"December 10, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
S.S. Steels & Power Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),"December 17, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
SEPC Limited,Proposed Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),"September 10, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
SMS Biofuel Private Limited,Long-term Bank Facilities,Infomerics,IVR BBB (Upgraded),"June 27, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Sampann Utpadan India Limited (SUIL) (Formerly Known as S.E.Power Limited),Long Term Bank Facility,Infomerics,IVR BB (Reaffirmed)(Withdrawn),"July 4, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Servotech Renewable Power System Limited,Long Term Bank Facilities,Infomerics,IVR BBB+ (Upgraded),"September 23, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Shirdi Sai Electricals Limited,Short Term Facilities,Infomerics,IVR A3+ (Downgraded),"November 12, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Shreem Electric Limited,Short-Term Bank Facilities,Infomerics,IVR A3 (Upgraded),"October 3, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Silver Consumer Electricals Private Limited,Long Term Fund Based Facilities,Infomerics,IVR BBB (Upgraded and Withdrawn),"October 1, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Sirsaliya Vinod Green Energy Private Limited,Long Term bank Facilities,Infomerics,IVR BB+ (Upgraded),"November 26, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Sixth Energy Technologies Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Assigned),"July 15, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Solar Print Process Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Reaffirmed),"September 2, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
Sterling and Wilson Renewable Energy Limited,Long Term Bank Facilities,Infomerics,IVR BBB+ (Reaffirmed),"December 17, 2025",MEDIUM,False,ACTIVE,Energy / Power / Renewables,Unknown,Active Infomerics client approaching renewal. ACER faster turnaround pitch.,Active Infomerics client. ACER competitive pricing angle.,Infomerics
